OrphaCode,Name,DisorderType,ClassificationLevel,Definition
363623,GMPPB-related limb-girdle muscular dystrophy R19,Disease,Disorder,"A form of limb-girdle muscular dystrophy, that can present from birth to early childhood, characterized by hypotonia, microcephaly, mild proximal muscle weakness (leading to delayed walking and difficulty climbing stairs), mild intellectual disability and epilepsy. Additional manifestations reported in some patients include cataracts, nystagmus, cardiomyopathy, and respiratory insufficiency."
363629,OBSOLETE: GMPPB-related congenital muscular dystrophy,Disease,Disorder,"A form of limb-girdle muscular dystrophy, that can present from birth to early childhood, characterized by hypotonia, microcephaly, mild proximal muscle weakness (leading to delayed walking and difficulty climbing stairs), mild intellectual disability and epilepsy. Additional manifestations reported in some patients include cataracts, nystagmus, cardiomyopathy, and respiratory insufficiency."
363649,Mandibular hypoplasia-deafness-progeroid features-lipodystrophy syndrome,Disease,Disorder,"A rare, genetic, premature aging disease characterized by sensorineural deafness, generalized lack of subcutaneous fatty tissue (although with increased truncal deposition) noted from childhood, scleroderma, and facial dysmorphism which includes prominent eyes, a beaked nose, small mouth, crowded teeth and mandibular hypoplasia. Other associated features include growth delay, joint contractures, telangiectasia, hypogonadism (with lack of breast development in females), cryptorchidism, skeletal muscle atrophy, hypertriglycemia and diabetes mellitus/insulin resistance."
363654,X-linked parkinsonism-spasticity syndrome,Disease,Disorder,"A rare, genetic, neurological disorder characterized by parkinsonian features (including resting or action tremor, cogwheel rigidity, hypomimia and bradykinesia) associated with variably penetrant spasticity, hyperactive deep tendon reflexes and Babinski sign."
363659,20q11.2 microduplication syndrome,Malformation syndrome,Disorder,"20q11.2 microduplication syndrome is a rare chromosomal anomaly syndrome, due to partial duplication of the long arm of chromosome 20, characterized by psychomotor and developmental delay, moderate intellectual disability, metopic ridging/trigonocephaly, short hands and/or feet and distinctive facial features (epicanthus, hypoplastic supraorbital ridges, horizontal/downslanting palpebral fissures, small nose with depressed nasal bridge and anteverted nostrils, prominent cheeks, retrognathia and small, thick ears). Growth delay and cryptororchidism are often associated features."
363665,Acroosteolysis-keloid-like lesions-premature aging syndrome,Disease,Disorder,"A rare, genetic, progeroid syndrome disorder characterized by a prematurely aged appearance (including lipoatrophy, thin, translucent skin, sparse, thin hair, and skeletal muscle atrophy), delayed tooth eruption, keloid-like lesions on pressure regions, and skeletal abnormalities including marked acroosteolysis, brachydactyly with small hands and feet, kyphoscoliosis, osteopenia, and progressive joint contractures in the fingers and toes. Craniofacial features include a thin calvarium, delayed closure of the anterior fontanel, flat occiput, shallow orbits, malar hypoplasia and narrow nose."
363540,Leukoencephalopathy with mild cerebellar ataxia and white matter edema,Disease,Disorder,"A rare neurologic disease characterized by a specific pattern of white matter abnormalities on brain imaging (magnetic resonance imaging, MRI), as well as mild ataxia, headaches, mild visual impairment, learning difficulties and cases of male infertility."
363543,Autosomal recessive limb-girdle muscular dystrophy type 2R,Disease,Disorder,"A rare neurologic disease characterized by a specific pattern of white matter abnormalities on brain imaging (magnetic resonance imaging, MRI), as well as mild ataxia, headaches, mild visual impairment, learning difficulties and cases of male infertility."
363549,Acute encephalopathy with biphasic seizures and late reduced diffusion,Disease,Disorder,"A rare childhood-onset epilepsy syndrome associated with infection and characterized by a biphasic clinical course. The initial symptom is a prolonged febrile seizure on day 1 (the first phase). Afterwards, patients have variable levels of consciousness from normal to coma. Irrespective of the consciousness levels, magnetic resonance imaging (MRI) during the first 2 days shows no abnormality. During the second phase (usually days 4 - 6), patients show a cluster of seizures and deterioration of consciousness. Diffusion-weighted images (DWI) on MRI reveal the brain lesions with reduced diffusion predominantly in the subcortical white matter. After the second acute phase, consciousness levels improve with the emerging focal neurological signs. Neurological outcomes of AESD vary from normal to mild or severe sequelae including cerebral atrophy, mental retardation, paralysis and epilepsy."
363558,New-onset refractory status epilepticus,Disease,Disorder,"New-onset refractory status epilepticus is an acute encephalopathy with inflammation-mediated status epilepticus characterized by an acute refractory status epilepticus, typically of the tonic-clonic type, following prodromal symptoms of confusion, fever, fatigue, headache, symptoms of gastrointestinal or upper respiratory tract infection, behavioral changes or hallucinations. Brain MRI abnormalities and abnormal findings in CSF, including pleocytosis and/or elevated protein levels, are frequently found during acute episode. Treatment-resistant epilepsy, cognitive and psychiatric impairments are usual consequences."
363567,Acute encephalopathy with inflammation-mediated status epilepticus,Clinical group,Group of disorders,"New-onset refractory status epilepticus is an acute encephalopathy with inflammation-mediated status epilepticus characterized by an acute refractory status epilepticus, typically of the tonic-clonic type, following prodromal symptoms of confusion, fever, fatigue, headache, symptoms of gastrointestinal or upper respiratory tract infection, behavioral changes or hallucinations. Brain MRI abnormalities and abnormal findings in CSF, including pleocytosis and/or elevated protein levels, are frequently found during acute episode. Treatment-resistant epilepsy, cognitive and psychiatric impairments are usual consequences."
363611,CTCF-related neurodevelopmental disorder,Disease,Disorder,"A rare, genetic, neurodevelopmental disorder characterized by global developmental delay, borderline to severe intellectual disability, feeding difficulties, behavioral anomalies, vision anomalies and mild facial dysmorphism. Other associated features may include microcephaly, short stature, urogenital or palatal anomalies (e.g. cleft palate), minor cardiac defects, recurrent infections or hearing loss."
363494,Non-seminomatous germ cell tumor of testis,Disease,Disorder,"A form of testicular germ cell tumor occurring in the third decade of life with a usually painless unilateral mass in the scrotum or, in some cases, with gynaecomastia and/or back and flack pain. The clinical course is more aggressive than testicular seminomatous germ cell tumors with rapid involvement of blood vessels and a poorer prognosis. Histologically, the tumour can be either undifferentiated (embryonal carcinoma), differentiated (teratoma, yolk sac tumor, choriocarcinoma), or can consist of a mixture of seminomatous and nonseminomatous components."
363523,Hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome,Disease,Disorder,"Hypohidrosis-enamel hypoplasia-palmoplantar keratoderma-intellectual disability syndrome is a rare, genetic, syndromic intellectual disability disorder characterized by severe intellectual disability with significant speech and language impairment, hypohydrosis (often resulting in hyperthermia) with normal sweat gland appearance, tooth enamel hypoplasia, palmoplantar hyperkeratosis and a high frequency of acquired microcephaly. Mild facial dysmorphism, including lateral flaring of the eyebrows, broad nasal tip, and thick vermilion border, may also be observed."
